Label,Message
0,"Awesome, that gonna be soon or later tonight?"
0,Just got outta class gonna go gym.
0,K..give back my thanks.
0,I'll talk to the others and probably just come early tomorrow then
0,Sweet heart how are you?
0,I meant middle left or right?
0,I enjoy watching and playing football and basketball. Anything outdoors. And you?
0,Cancel cheyyamo?and get some money back?
0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
0,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
0,Yes just finished watching days of our lives. I love it.
0,Then anything special?
0,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
0,Yes princess! I want to make you happy...
0,Do you like shaking your booty on the dance floor?
0,"Thursday night? Yeah, sure thing, we'll work it out then"
0,Wat r u doing now?
0,Thanks chikku..:-) gud nyt:-*
0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
0,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
0,Once free call me sir.
0,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
0,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
0,Ok. No wahala. Just remember that a friend in need ...
0,You call him and tell now infront of them. Call him now.
0,So i asked how's anthony. Dad. And your bf
0,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
0,That's a shame! Maybe cld meet for few hrs tomo?
0,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
0,Wot is u up 2 then bitch?
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
0,Nan sonathaya soladha. Why boss?
0,Anything...
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
0,I'm okay. Chasing the dream. What's good. What are you doing next.
0,"Goodmorning, today i am late for 2hrs. Because of back pain."
0,Yep. I do like the pink furniture tho.
0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
0,Smith waste da.i wanna gayle.
0,Jus came back fr lunch wif my sis only. U leh?
0,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
0,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
0,Nope. Meanwhile she talk say make i greet you.
0,The battery is for mr adewale my uncle. Aka Egbon
0,"There're some people by mu, I'm at the table by lambda"
0,Really? I crashed out cuddled on my sofa.
0,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
0,Oh wow thats gay. Will firmware update help
0,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
0,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
0,"I know where the  &lt;#&gt;  is, I'll be there around 5"
0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
0,Aiyah then i wait lor. Then u entertain me. Hee...
0,Can a not?
0,Wow v v impressed. Have funs shopping!
0,Well I'm going to be an aunty!
0,Where can download clear movies. Dvd copies.
0,After completed degree. There is no use in joining finance.
0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
0,And is there a way you can send shade's stuff to her. And she has been wonderful too.
0,I've reached home n i bathe liao... U can call me now...
0,"Not yet chikku..going to room nw, i'm in bus.."
0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you
0,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
0,"Damn, poor zac doesn't stand a chance"
1,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
0,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
0,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
0,Hey company elama po mudyadhu.
0,Bring it if you got it
1,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
0,Er yep sure. Props?
0,Normally i use to drink more water daily:)
0,That's y u haf 2 keep me busy...
0,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
0,Whom you waited for yesterday
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
0,How much u trying to get?
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
0,Am I the only one who doesn't stalk profiles?
0,Glad to see your reply.
0,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
0,"Yes, princess. Toledo."
0,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
0,Can't take any major roles in community outreach. You rock mel
0,He's in lag. That's just the sad part but we keep in touch thanks to skype
1,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
0,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
0,Guess who spent all last night phasing in and out of the fourth dimension
1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
0,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
0,Can i get your opinion on something first?
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
0,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
0,U can call now...
0,"Coffee cake, i guess..."
0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
0,Howz that persons story
1,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
0,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
0,"Merry Christmas to you too babe, i love ya *kisses*"
0,Moji just informed me that you saved our lives. Thanks.
0,I ask if u meeting da ge tmr nite...
0,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
0,"Yeah why not, is the gang all ready"
0,4 oclock at mine. Just to bash out a flat plan.
0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
0,"Could you not read me, my Love ? I answered you"
0,So u gonna get deus ex?
0,i dnt wnt to tlk wid u
0,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
0,Sorry that was my uncle. I.ll keep in touch
0,"Yes, i'm small kid.. And boost is the secret of my energy.."
0,Umma. Did she say anything
1,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
0,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
0,Friends that u can stay on fb chat with
0,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
0,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
0,"Vikky, come around  &lt;TIME&gt; .."
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
0,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.
0,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
0,U attend ur driving lesson how many times a wk n which day?
0,Did you show him and wot did he say or could u not c him 4 dust?
0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
0,I wil be there with in  &lt;#&gt;  minutes. Got any space
1,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
0,I attended but nothing is there.
0,My battery is low babe
0,S:)but he had some luck.2 catches put down:)
1,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
1,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
0,Huh? 6 also cannot? Then only how many mistakes?
0,S.this will increase the chance of winning.
1,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
0,They will pick up and drop in car.so no problem..
1,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
0,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
0,K.k..how is your sister kids?
0,Eh u send wrongly lar...
0,2mro i am not coming to gym machan. Goodnight.
0,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!
0,We still on for tonight?
0,Its like that hotel dusk game i think. You solve puzzles in a area thing
0,So u workin overtime nigpun?
0,Moji i love you more than words. Have a rich day
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
0,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
0,"No, but you told me you were going, before you got drunk!"
0,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
0,Yar else i'll thk of all sorts of funny things.
0,Honey boo I'm missing u.
0,Hi Princess! Thank you for the pics. You are very pretty. How are you?
0,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
0,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
0,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
0,jay says he'll put in  &lt;#&gt;
0,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
0,"Sorry, I'll call later"
0,I think asking for a gym is the excuse for lazy people. I jog.
0,Thought we could go out for dinner. I'll treat you! Seem ok?
0,I.ll hand her my phone to chat wit u
0,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
0,We are okay. Going to sleep now. Later
0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
0,7 lor... Change 2 suntec... Wat time u coming?
0,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
0,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
0,Don know..he is watching film in computer..
0,Ok then i will come to ur home after half an hour
0,Hey whats up? U sleeping all morning?
0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
0,Have a nice day my dear.
0,R u over scratching it?
0,Lol now I'm after that hot air balloon!
0,Armand says get your ass over to epsilon
0,Why didn't u call on your lunch?
0,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
0,Thanks for looking out for me. I really appreciate.
0,R ü going 4 today's meeting?
0,What Today-sunday..sunday is holiday..so no work..
0,"Sorry, I'll call later"
0,Have you finished work yet? :)
1,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
0,Ok.. Ü finishing soon?
1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
0,Are you there in room.
0,Dear good morning how you feeling dear
0,Pls speak with me. I wont ask anything other then you friendship.
1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
0,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
0,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
0,"I am real, baby! I want to bring out your inner tigress..."
0,Do you think i can move  &lt;#&gt;  in a week
1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
0,"* Was really good to see you the other day dudette, been missing you!"
0,Were somewhere on Fredericksburg
0,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
0,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
0,Ok lor... But buy wat?
0,Enjoy ur life. . Good night
0,How do you guys go to see movies on your side.
0,"life alle mone,eppolum oru pole allalo"
1,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
0,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
0,Lol where do u come up with these ideas?
0,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
0,"Sorry, went to bed early, nightnight"
0,"Hm good morning, headache anyone? :-)"
0,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
1,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
0,I'm freezing and craving ice. Fml
0,Will you be here for food
0,Oh ho. Is this the first time u use these type of words
0,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
0,Anytime...
1,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
0,Near kalainar tv office.thenampet
0,Wishing you a wonderful week.
0,Lol no ouch but wish i'd stayed out a bit longer
0,I cant pick the phone right now. Pls send a message
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
0,"Sorry, I'll call later"
0,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
0,"Yup. Anything lor, if u dun wan it's ok..."
0,I dun believe u. I thk u told him.
0,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
0,I'm in a movie. Call me 4 wat?
0,How much is torch in 9ja.
0,Be sure to check your yahoo email. We sent photos yesterday
0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
1,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
0,Can ü call me at 10:10 to make sure dat i've woken up...
0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
0,I'm in class. Will holla later
0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
0,It took Mr owl 3 licks
0,Hi. I'm sorry i missed your call. Can you pls call back.
0,No. Thank you. You've been wonderful
0,Anything lor... U decide...
0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
0,"Sorry, got a late start, we're on the way"
0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
0,The bus leaves at  &lt;#&gt; 
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
0,Oh k:)after that placement there ah?
0,It's ok i wun b angry. Msg u aft i come home tonight.
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
0,Dear are you angry i was busy dear
0,Sian... Aft meeting supervisor got work 2 do liao... U working now?
0,No plm i will come da. On the way.
0,First answer my question.
0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
0,Why you keeping me away like this
0,Sac will score big hundred.he is set batsman:-)
0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
0,Stupid.its not possible
0,Wa... U so efficient... Gee... Thanx...
0,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
0,Good Morning plz call me sir
0,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
0,"Sorry, I'll call later"
1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
0,"Like  &lt;#&gt; , same question"
0,I am late. I will be there at
0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
0,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
0,Ok lor. I'm in town now lei.
0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
0,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
0,"Haha awesome, I might need to take you up on that, what you doin tonight?"
0,"[…] anyway, many good evenings to u! s"
0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
0,Dunno he jus say go lido. Same time 930.
1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
0,Just finished. Missing you plenty
0,You can jot down things you want to remember later.
0,I am not having her number sir
0,Oh yeah clearly it's my fault
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
1,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
0,IM GONNA MISS U SO MUCH
0,Sorry da. I gone mad so many pending works what to do.
0,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
0,Are you angry with me. What happen dear
0,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
0,Check wid corect speling i.e. Sarcasm
0,Unlimited texts. Limited minutes.
0,Eatin my lunch...
0,Shuhui has bought ron's present it's a swatch watch...
1,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
0,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
0,Ok pa. Nothing problem:-)
0,Oh k.i think most of wi and nz players unsold.
0,Everybody had fun this evening. Miss you.
1,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
0,I cant pick the phone right now. Pls send a message
0,Dear i am not denying your words please
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
0,"Sorry, I'll call later"
0,Nice talking to you! please dont forget my pix :) i want to see all of you...
0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
0,U calling me right? Call my hand phone...
1,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
0,Hey... are you going to quit soon? Xuhui and i working till end of the month 
0,I'm in office now da:)where are you?
0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
0,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
0,Just come home. I don't want u to be miserable
0,"I think your mentor is , but not 100 percent sure."
1,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
0,"Sorry, I'll call later in meeting"
0,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
0,Ok. How many should i buy.
0,Great. P diddy is my neighbor and comes for toothpaste every morning
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
0,Ok. There may be a free gym about.
0,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
0,Got it..mail panren paru..
1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
